,model,scenario,region,variable,unit,year,value
288,West Bengal energy model,baseline,India,Primary Energy|Nuclear|Import,GWa,2015,0.0
289,West Bengal energy model,baseline,India,Primary Energy|Nuclear|Import,GWa,2020,0.0
290,West Bengal energy model,baseline,India,Primary Energy|Nuclear|Import,GWa,2025,0.0
291,West Bengal energy model,baseline,India,Primary Energy|Nuclear|Import,GWa,2030,0.0
292,West Bengal energy model,baseline,India,Primary Energy|Nuclear|Import,GWa,2035,0.0
293,West Bengal energy model,baseline,India,Primary Energy|Nuclear|Import,GWa,2040,0.0
294,West Bengal energy model,baseline,India,Primary Energy|Oil,GWa,2015,11.501378059387207
295,West Bengal energy model,baseline,India,Primary Energy|Oil,GWa,2020,16.24094009399414
296,West Bengal energy model,baseline,India,Primary Energy|Oil,GWa,2025,20.65212631225586
297,West Bengal energy model,baseline,India,Primary Energy|Oil,GWa,2030,25.748340606689453
298,West Bengal energy model,baseline,India,Primary Energy|Oil,GWa,2035,32.190216064453125
299,West Bengal energy model,baseline,India,Primary Energy|Oil,GWa,2040,37.53395462036133
300,West Bengal energy model,baseline,India,Primary Energy|Oil|Domestic,GWa,2015,0.0
301,West Bengal energy model,baseline,India,Primary Energy|Oil|Domestic,GWa,2020,0.0
302,West Bengal energy model,baseline,India,Primary Energy|Oil|Domestic,GWa,2025,0.0
303,West Bengal energy model,baseline,India,Primary Energy|Oil|Domestic,GWa,2030,0.0
304,West Bengal energy model,baseline,India,Primary Energy|Oil|Domestic,GWa,2035,0.0
305,West Bengal energy model,baseline,India,Primary Energy|Oil|Domestic,GWa,2040,0.0
306,West Bengal energy model,baseline,India,Primary Energy|Oil|Import,GWa,2015,11.501378059387207
307,West Bengal energy model,baseline,India,Primary Energy|Oil|Import,GWa,2020,16.24094009399414
308,West Bengal energy model,baseline,India,Primary Energy|Oil|Import,GWa,2025,20.65212631225586
309,West Bengal energy model,baseline,India,Primary Energy|Oil|Import,GWa,2030,25.748340606689453
310,West Bengal energy model,baseline,India,Primary Energy|Oil|Import,GWa,2035,32.190216064453125
311,West Bengal energy model,baseline,India,Primary Energy|Oil|Import,GWa,2040,37.53395462036133
312,West Bengal energy model,baseline,India,Primary Energy|Renewable RPO,GWa,2015,0.33399999141693115
313,West Bengal energy model,baseline,India,Primary Energy|Renewable RPO,GWa,2020,0.5095393061637878
314,West Bengal energy model,baseline,India,Primary Energy|Renewable RPO,GWa,2025,0.9421876072883606
315,West Bengal energy model,baseline,India,Primary Energy|Renewable RPO,GWa,2030,1.4373700618743896
316,West Bengal energy model,baseline,India,Primary Energy|Renewable RPO,GWa,2035,2.0874009132385254
317,West Bengal energy model,baseline,India,Primary Energy|Renewable RPO,GWa,2040,3.0
318,West Bengal energy model,baseline,India,Primary Energy|Solar,GWa,2015,0.06032390892505646
319,West Bengal energy model,baseline,India,Primary Energy|Solar,GWa,2020,0.14723025262355804
320,West Bengal energy model,baseline,India,Primary Energy|Solar,GWa,2025,0.1598495990037918
321,West Bengal energy model,baseline,India,Primary Energy|Solar,GWa,2030,0.3666340708732605
322,West Bengal energy model,baseline,India,Primary Energy|Solar,GWa,2035,1.0779517889022827
323,West Bengal energy model,baseline,India,Primary Energy|Solar,GWa,2040,1.1278380155563354
324,West Bengal energy model,baseline,India,Primary Energy|Solar|CSP,GWa,2015,0.0
325,West Bengal energy model,baseline,India,Primary Energy|Solar|CSP,GWa,2020,0.0
326,West Bengal energy model,baseline,India,Primary Energy|Solar|CSP,GWa,2025,0.0
327,West Bengal energy model,baseline,India,Primary Energy|Solar|CSP,GWa,2030,0.0
328,West Bengal energy model,baseline,India,Primary Energy|Solar|CSP,GWa,2035,0.0
329,West Bengal energy model,baseline,India,Primary Energy|Solar|CSP,GWa,2040,0.0
330,West Bengal energy model,baseline,India,Primary Energy|Solar|PV,GWa,2015,0.05387093499302864
331,West Bengal energy model,baseline,India,Primary Energy|Solar|PV,GWa,2020,0.13700000941753387
332,West Bengal energy model,baseline,India,Primary Energy|Solar|PV,GWa,2025,0.13760925829410553
333,West Bengal energy model,baseline,India,Primary Energy|Solar|PV,GWa,2030,0.3197776973247528
334,West Bengal energy model,baseline,India,Primary Energy|Solar|PV,GWa,2035,0.9905360341072083
335,West Bengal energy model,baseline,India,Primary Energy|Solar|PV,GWa,2040,0.9690276384353638
336,West Bengal energy model,baseline,India,Primary Energy|Solar|Thermal,GWa,2015,0.006452972535043955
337,West Bengal energy model,baseline,India,Primary Energy|Solar|Thermal,GWa,2020,0.01023025345057249
338,West Bengal energy model,baseline,India,Primary Energy|Solar|Thermal,GWa,2025,0.022240329533815384
339,West Bengal energy model,baseline,India,Primary Energy|Solar|Thermal,GWa,2030,0.046856366097927094
340,West Bengal energy model,baseline,India,Primary Energy|Solar|Thermal,GWa,2035,0.08741573989391327
341,West Bengal energy model,baseline,India,Primary Energy|Solar|Thermal,GWa,2040,0.15881040692329407
342,West Bengal energy model,baseline,India,Primary Energy|Wind,GWa,2015,0.0
343,West Bengal energy model,baseline,India,Primary Energy|Wind,GWa,2020,0.0
344,West Bengal energy model,baseline,India,Primary Energy|Wind,GWa,2025,2.511415459593991e-06
345,West Bengal energy model,baseline,India,Primary Energy|Wind,GWa,2030,2.511415459593991e-06
346,West Bengal energy model,baseline,India,Primary Energy|Wind,GWa,2035,2.511415459593991e-06
347,West Bengal energy model,baseline,India,Primary Energy|Wind,GWa,2040,2.511415459593991e-06
348,West Bengal energy model,baseline,India,Primary Energy|Wind|Offshore,GWa,2015,0.0
349,West Bengal energy model,baseline,India,Primary Energy|Wind|Offshore,GWa,2020,0.0
350,West Bengal energy model,baseline,India,Primary Energy|Wind|Offshore,GWa,2025,0.0
351,West Bengal energy model,baseline,India,Primary Energy|Wind|Offshore,GWa,2030,0.0
352,West Bengal energy model,baseline,India,Primary Energy|Wind|Offshore,GWa,2035,0.0
353,West Bengal energy model,baseline,India,Primary Energy|Wind|Offshore,GWa,2040,0.0
354,West Bengal energy model,baseline,India,Primary Energy|Wind|Onshore,GWa,2015,0.0
355,West Bengal energy model,baseline,India,Primary Energy|Wind|Onshore,GWa,2020,0.0
356,West Bengal energy model,baseline,India,Primary Energy|Wind|Onshore,GWa,2025,2.511415459593991e-06
357,West Bengal energy model,baseline,India,Primary Energy|Wind|Onshore,GWa,2030,2.511415459593991e-06
358,West Bengal energy model,baseline,India,Primary Energy|Wind|Onshore,GWa,2035,2.511415459593991e-06
359,West Bengal energy model,baseline,India,Primary Energy|Wind|Onshore,GWa,2040,2.511415459593991e-06
360,West Bengal energy model,baseline,India,Final Energy,GWa,2015,17.594989776611328
361,West Bengal energy model,baseline,India,Final Energy,GWa,2020,24.404294967651367
362,West Bengal energy model,baseline,India,Final Energy,GWa,2025,30.142845153808594
363,West Bengal energy model,baseline,India,Final Energy,GWa,2030,37.23727798461914
364,West Bengal energy model,baseline,India,Final Energy,GWa,2035,45.637451171875
365,West Bengal energy model,baseline,India,Final Energy,GWa,2040,55.224952697753906
366,West Bengal energy model,baseline,India,Final Energy|Agriculture,GWa,2015,0.30962666869163513
367,West Bengal energy model,baseline,India,Final Energy|Agriculture,GWa,2020,0.4214712381362915
368,West Bengal energy model,baseline,India,Final Energy|Agriculture,GWa,2025,0.5330460667610168
369,West Bengal energy model,baseline,India,Final Energy|Agriculture,GWa,2030,0.6680667400360107
370,West Bengal energy model,baseline,India,Final Energy|Agriculture,GWa,2035,0.7910081744194031
371,West Bengal energy model,baseline,India,Final Energy|Agriculture,GWa,2040,0.8566062450408936
372,West Bengal energy model,baseline,India,Final Energy|Agriculture|Electricity,GWa,2015,0.07362624257802963
373,West Bengal energy model,baseline,India,Final Energy|Agriculture|Electricity,GWa,2020,0.10526124387979507
374,West Bengal energy model,baseline,India,Final Energy|Agriculture|Electricity,GWa,2025,0.16618482768535614
375,West Bengal energy model,baseline,India,Final Energy|Agriculture|Electricity,GWa,2030,0.23264873027801514
376,West Bengal energy model,baseline,India,Final Energy|Agriculture|Electricity,GWa,2035,0.3195202648639679
377,West Bengal energy model,baseline,India,Final Energy|Agriculture|Electricity,GWa,2040,0.39808225631713867
378,West Bengal energy model,baseline,India,Final Energy|Agriculture|Electricity|Grid,GWa,2015,0.05531752482056618
379,West Bengal energy model,baseline,India,Final Energy|Agriculture|Electricity|Grid,GWa,2020,0.09201765805482864
380,West Bengal energy model,baseline,India,Final Energy|Agriculture|Electricity|Grid,GWa,2025,0.1461762934923172
381,West Bengal energy model,baseline,India,Final Energy|Agriculture|Electricity|Grid,GWa,2030,0.20920734107494354
382,West Bengal energy model,baseline,India,Final Energy|Agriculture|Electricity|Grid,GWa,2035,0.2946540117263794
383,West Bengal energy model,baseline,India,Final Energy|Agriculture|Electricity|Grid,GWa,2040,0.3793926239013672
384,West Bengal energy model,baseline,India,Final Energy|Agriculture|Electricity|Other,GWa,2015,0.01390160620212555
385,West Bengal energy model,baseline,India,Final Energy|Agriculture|Electricity|Other,GWa,2020,0.008496598340570927
386,West Bengal energy model,baseline,India,Final Energy|Agriculture|Electricity|Other,GWa,2025,0.0
387,West Bengal energy model,baseline,India,Final Energy|Agriculture|Electricity|Other,GWa,2030,0.0
388,West Bengal energy model,baseline,India,Final Energy|Agriculture|Electricity|Other,GWa,2035,0.0
389,West Bengal energy model,baseline,India,Final Energy|Agriculture|Electricity|Other,GWa,2040,0.0
390,West Bengal energy model,baseline,India,Final Energy|Agriculture|Electricity|Solar,GWa,2015,0.004407110158354044
391,West Bengal energy model,baseline,India,Final Energy|Agriculture|Electricity|Solar,GWa,2020,0.004746990278363228
392,West Bengal energy model,baseline,India,Final Energy|Agriculture|Electricity|Solar,GWa,2025,0.02000853233039379
393,West Bengal energy model,baseline,India,Final Energy|Agriculture|Electricity|Solar,GWa,2030,0.023441389203071594
394,West Bengal energy model,baseline,India,Final Energy|Agriculture|Electricity|Solar,GWa,2035,0.02486627735197544
395,West Bengal energy model,baseline,India,Final Energy|Agriculture|Electricity|Solar,GWa,2040,0.01868964545428753
396,West Bengal energy model,baseline,India,Final Energy|Agriculture|Gases,GWa,2015,0.0
397,West Bengal energy model,baseline,India,Final Energy|Agriculture|Gases,GWa,2020,0.0
398,West Bengal energy model,baseline,India,Final Energy|Agriculture|Gases,GWa,2025,0.0
399,West Bengal energy model,baseline,India,Final Energy|Agriculture|Gases,GWa,2030,0.0
400,West Bengal energy model,baseline,India,Final Energy|Agriculture|Gases,GWa,2035,0.0
401,West Bengal energy model,baseline,India,Final Energy|Agriculture|Gases,GWa,2040,0.0
402,West Bengal energy model,baseline,India,Final Energy|Agriculture|Heat,GWa,2015,0.0
403,West Bengal energy model,baseline,India,Final Energy|Agriculture|Heat,GWa,2020,0.0
404,West Bengal energy model,baseline,India,Final Energy|Agriculture|Heat,GWa,2025,0.0
405,West Bengal energy model,baseline,India,Final Energy|Agriculture|Heat,GWa,2030,0.0
406,West Bengal energy model,baseline,India,Final Energy|Agriculture|Heat,GWa,2035,0.0
407,West Bengal energy model,baseline,India,Final Energy|Agriculture|Heat,GWa,2040,0.0
408,West Bengal energy model,baseline,India,Final Energy|Agriculture|Heat|Grid,GWa,2015,0.0
409,West Bengal energy model,baseline,India,Final Energy|Agriculture|Heat|Grid,GWa,2020,0.0
410,West Bengal energy model,baseline,India,Final Energy|Agriculture|Heat|Grid,GWa,2025,0.0
411,West Bengal energy model,baseline,India,Final Energy|Agriculture|Heat|Grid,GWa,2030,0.0
412,West Bengal energy model,baseline,India,Final Energy|Agriculture|Heat|Grid,GWa,2035,0.0
413,West Bengal energy model,baseline,India,Final Energy|Agriculture|Heat|Grid,GWa,2040,0.0
414,West Bengal energy model,baseline,India,Final Energy|Agriculture|Hydrogen,GWa,2015,0.0
415,West Bengal energy model,baseline,India,Final Energy|Agriculture|Hydrogen,GWa,2020,0.0
416,West Bengal energy model,baseline,India,Final Energy|Agriculture|Hydrogen,GWa,2025,0.0
417,West Bengal energy model,baseline,India,Final Energy|Agriculture|Hydrogen,GWa,2030,0.0
418,West Bengal energy model,baseline,India,Final Energy|Agriculture|Hydrogen,GWa,2035,0.0
419,West Bengal energy model,baseline,India,Final Energy|Agriculture|Hydrogen,GWa,2040,0.0
420,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids,GWa,2015,0.2360004335641861
421,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids,GWa,2020,0.31620997190475464
422,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids,GWa,2025,0.3668611943721771
423,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids,GWa,2030,0.435418039560318
424,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids,GWa,2035,0.4714878797531128
425,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids,GWa,2040,0.4585239887237549
426,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids|Biomass,GWa,2015,0.0
427,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids|Biomass,GWa,2020,0.0
428,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids|Biomass,GWa,2025,0.0
429,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids|Biomass,GWa,2030,0.0
430,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids|Biomass,GWa,2035,0.0
431,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids|Biomass,GWa,2040,0.0
432,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids|Coal,GWa,2015,0.0
433,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids|Coal,GWa,2020,0.0
434,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids|Coal,GWa,2025,0.0
435,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids|Coal,GWa,2030,0.0
436,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids|Coal,GWa,2035,0.0
437,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids|Coal,GWa,2040,0.0
438,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids|Gas,GWa,2015,0.0
439,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids|Gas,GWa,2020,0.0
440,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids|Gas,GWa,2025,0.0
441,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids|Gas,GWa,2030,0.0
442,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids|Gas,GWa,2035,0.0
443,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids|Gas,GWa,2040,0.0
444,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids|Oil,GWa,2015,0.2360004335641861
445,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids|Oil,GWa,2020,0.31620997190475464
446,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids|Oil,GWa,2025,0.3668611943721771
447,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids|Oil,GWa,2030,0.435418039560318
448,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids|Oil,GWa,2035,0.4714878797531128
449,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids|Oil,GWa,2040,0.4585239887237549
450,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids|Oil|Pump,GWa,2015,0.07202964276075363
451,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids|Oil|Pump,GWa,2020,0.0649714469909668
452,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids|Oil|Pump,GWa,2025,0.058652959764003754
453,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids|Oil|Pump,GWa,2030,0.05298983305692673
454,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids|Oil|Pump,GWa,2035,0.0477660708129406
455,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids|Oil|Pump,GWa,2040,0.04397563636302948
456,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids|Oil|Tractors,GWa,2015,0.16397078335285187
457,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids|Oil|Tractors,GWa,2020,0.25123852491378784
458,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids|Oil|Tractors,GWa,2025,0.30820825695991516
459,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids|Oil|Tractors,GWa,2030,0.38242819905281067
460,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids|Oil|Tractors,GWa,2035,0.4237217903137207
461,West Bengal energy model,baseline,India,Final Energy|Agriculture|Liquids|Oil|Tractors,GWa,2040,0.4145483374595642
462,West Bengal energy model,baseline,India,Final Energy|Agriculture|Other,GWa,2015,0.0
463,West Bengal energy model,baseline,India,Final Energy|Agriculture|Other,GWa,2020,0.0
464,West Bengal energy model,baseline,India,Final Energy|Agriculture|Other,GWa,2025,0.0
